('nop' 'add' 'sub' 'mov' 'mov')	('mov' 'nop' 'add' 'sub' 'mov')	('mov' 'xor' 'add' 'sub' 'mov')	('xor' 'add' 'sub' 'mov' 'mov')	('mov' 'mov' 'nop' 'add' 'sub')	binary	optimized
0	0	0	0	0	echo_NGRAMS.txt_-fisolate-erroneous-paths-dereference	0
0	0	0	0	0	yes_NGRAMS.txt_-fisolate-erroneous-paths-dereference	0
0	0	0	0	0	users_NGRAMS.txt_-fisolate-erroneous-paths-dereference	0
0	0	0	0	0	chroot_NGRAMS.txt_-fisolate-erroneous-paths-dereference	0
0	0	0	0	0	fmt_NGRAMS.txt_-fisolate-erroneous-paths-dereference	0
0	0	0	0	0	chcon_NGRAMS.txt_-fisolate-erroneous-paths-dereference	0
0	0	0	0	0	printf_NGRAMS.txt_-fisolate-erroneous-paths-dereference	0
0	0	0	0	0	printenv_NGRAMS.txt_-fisolate-erroneous-paths-dereference	0
0	0	0	0	0	df_NGRAMS.txt_-fisolate-erroneous-paths-dereference	0
0	0	0	0	0	rm_NGRAMS.txt_-fisolate-erroneous-paths-dereference	0
0	0	0	0	0	sum_NGRAMS.txt_-fisolate-erroneous-paths-dereference	0
0	0	0	0	0	head_NGRAMS.txt_-fisolate-erroneous-paths-dereference	0
0	0	0	0	0	pathchk_NGRAMS.txt_-fisolate-erroneous-paths-dereference	0
0	0	0	0	0	seq_NGRAMS.txt_-fisolate-erroneous-paths-dereference	0
0	0	0	0	0	tr_NGRAMS.txt_-fisolate-erroneous-paths-dereference	0
0	0	0	0	0	ptx_NGRAMS.txt_-fisolate-erroneous-paths-dereference	0
0	0	0	0	0	shuf_NGRAMS.txt_-fisolate-erroneous-paths-dereference	0
0	0	0	0	0	tac_NGRAMS.txt_-fisolate-erroneous-paths-dereference	0
0	0	0	0	0	cat_NGRAMS.txt_-fisolate-erroneous-paths-dereference	0
0	0	0	0	0	sort_NGRAMS.txt_-fisolate-erroneous-paths-dereference	0
0	0	0	0	0	tsort_NGRAMS.txt_-fisolate-erroneous-paths-dereference	0
0	0	0	0	0	stdbuf_NGRAMS.txt_-fisolate-erroneous-paths-dereference	0
0	0	0	0	0	unexpand_NGRAMS.txt_-fisolate-erroneous-paths-dereference	0
0	0	0	0	0	uptime_NGRAMS.txt_-fisolate-erroneous-paths-dereference	0
0	0	0	0	0	logname_NGRAMS.txt_-fisolate-erroneous-paths-dereference	0
0	0	0	0	0	dircolors_NGRAMS.txt_-fisolate-erroneous-paths-dereference	0
0	0	0	0	0	whoami_NGRAMS.txt_-fisolate-erroneous-paths-dereference	0
0	0	0	0	0	chmod_NGRAMS.txt_-fisolate-erroneous-paths-dereference	0
0	0	0	0	0	mkdir_NGRAMS.txt_-fisolate-erroneous-paths-dereference	0
0	0	0	0	0	false_NGRAMS.txt_-fisolate-erroneous-paths-dereference	0
0	0	0	0	0	id_NGRAMS.txt_-fisolate-erroneous-paths-dereference	0
0	0	0	0	0	md5sum_NGRAMS.txt_-fisolate-erroneous-paths-dereference	0
0	0	0	0	0	mknod_NGRAMS.txt_-fisolate-erroneous-paths-dereference	0
0	0	0	0	0	nl_NGRAMS.txt_-fisolate-erroneous-paths-dereference	0
0	0	0	0	0	runcon_NGRAMS.txt_-fisolate-erroneous-paths-dereference	0
0	0	0	0	0	kill_NGRAMS.txt_-fisolate-erroneous-paths-dereference	0
0	0	0	0	0	link_NGRAMS.txt_-fisolate-erroneous-paths-dereference	0
0	0	0	0	0	rmdir_NGRAMS.txt_-fisolate-erroneous-paths-dereference	0
0	0	0	0	0	factor_NGRAMS.txt_-fisolate-erroneous-paths-dereference	0
0	0	0	0	0	stty_NGRAMS.txt_-fisolate-erroneous-paths-dereference	0
0	0	0	0	0	csplit_NGRAMS.txt_-fisolate-erroneous-paths-dereference	0
0	0	0	0	0	realpath_NGRAMS.txt_-fisolate-erroneous-paths-dereference	0
0	0	0	0	0	tail_NGRAMS.txt_-fisolate-erroneous-paths-dereference	0
0	0	0	0	0	expr_NGRAMS.txt_-fisolate-erroneous-paths-dereference	0
0	0	0	0	0	test_NGRAMS.txt_-fisolate-erroneous-paths-dereference	0
0	0	0	0	0	dir_NGRAMS.txt_-fisolate-erroneous-paths-dereference	0
0	0	0	0	0	truncate_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	readlink_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	nice_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	timeout_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	cp_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	nohup_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	groups_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	touch_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	stat_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	pwd_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	tee_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	unlink_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	fold_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	date_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	chgrp_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	tty_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	uniq_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	pinky_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	split_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	env_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	nproc_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	ls_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	dd_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	base64_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	basename_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	uname_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	vdir_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	cksum_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	pr_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	who_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	mkfifo_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	dirname_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	wc_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	shred_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	chown_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	sleep_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	hostid_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	mv_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	expand_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	ln_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	cut_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	comm_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	mktemp_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	du_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	numfmt_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	paste_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	od_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	join_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	true_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	echo_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	yes_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	users_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	chroot_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	fmt_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	chcon_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	printf_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	printenv_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	df_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	rm_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	sum_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	head_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	pathchk_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	seq_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	tr_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	ptx_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	shuf_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	tac_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	cat_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	sort_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	tsort_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	stdbuf_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	unexpand_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	uptime_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	logname_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	dircolors_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	whoami_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	chmod_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	mkdir_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	false_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	id_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	md5sum_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	mknod_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	nl_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	runcon_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	kill_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	link_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	rmdir_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	factor_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	stty_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	csplit_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	realpath_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	tail_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	expr_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	test_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	dir_NGRAMS.txt_-fsched-interblock	0
0	0	0	0	0	truncate_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	readlink_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	nice_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	timeout_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	cp_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	nohup_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	groups_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	touch_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	stat_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	pwd_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	tee_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	unlink_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	fold_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	date_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	chgrp_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	tty_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	uniq_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	pinky_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	split_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	env_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	nproc_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	ls_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	dd_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	base64_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	basename_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	uname_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	vdir_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	cksum_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	pr_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	who_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	mkfifo_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	dirname_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	wc_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	shred_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	chown_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	sleep_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	hostid_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	mv_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	expand_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	ln_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	cut_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	comm_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	mktemp_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	du_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	numfmt_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	paste_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	od_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	join_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	true_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	echo_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	yes_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	users_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	chroot_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	fmt_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	chcon_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	printf_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	printenv_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	df_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	rm_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	sum_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	head_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	pathchk_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	seq_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	tr_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	ptx_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	shuf_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	tac_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	cat_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	sort_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	tsort_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	stdbuf_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	unexpand_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	uptime_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	logname_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	dircolors_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	whoami_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	chmod_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	mkdir_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	false_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	id_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	md5sum_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	mknod_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	nl_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	runcon_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	kill_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	link_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	rmdir_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	factor_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	stty_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	csplit_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	realpath_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	tail_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	expr_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	test_NGRAMS.txt_-fshrink-wrap	0
0	0	0	0	0	dir_NGRAMS.txt_-fshrink-wrap	0
6	6	9	9	5	truncate_NGRAMS.txt_-fomit-frame-pointer	1
13	11	12	12	10	readlink_NGRAMS.txt_-fomit-frame-pointer	1
6	6	9	9	5	nice_NGRAMS.txt_-fomit-frame-pointer	1
6	6	12	12	5	timeout_NGRAMS.txt_-fomit-frame-pointer	1
23	19	34	33	17	cp_NGRAMS.txt_-fomit-frame-pointer	1
6	6	11	11	5	nohup_NGRAMS.txt_-fomit-frame-pointer	1
6	6	9	9	5	groups_NGRAMS.txt_-fomit-frame-pointer	1
9	8	13	13	7	touch_NGRAMS.txt_-fomit-frame-pointer	1
17	13	16	15	12	stat_NGRAMS.txt_-fomit-frame-pointer	1
8	8	9	9	7	pwd_NGRAMS.txt_-fomit-frame-pointer	1
10	9	9	9	7	tee_NGRAMS.txt_-fomit-frame-pointer	1
6	6	10	10	5	unlink_NGRAMS.txt_-fomit-frame-pointer	1
8	8	9	9	7	fold_NGRAMS.txt_-fomit-frame-pointer	1
10	8	12	12	7	date_NGRAMS.txt_-fomit-frame-pointer	1
12	11	19	19	10	chgrp_NGRAMS.txt_-fomit-frame-pointer	1
6	6	8	8	5	tty_NGRAMS.txt_-fomit-frame-pointer	1
11	11	11	11	9	uniq_NGRAMS.txt_-fomit-frame-pointer	1
7	7	10	10	6	pinky_NGRAMS.txt_-fomit-frame-pointer	1
6	6	13	13	5	split_NGRAMS.txt_-fomit-frame-pointer	1
6	6	11	11	5	env_NGRAMS.txt_-fomit-frame-pointer	1
6	6	11	10	5	nproc_NGRAMS.txt_-fomit-frame-pointer	1
34	27	27	25	22	ls_NGRAMS.txt_-fomit-frame-pointer	1
12	10	17	16	7	dd_NGRAMS.txt_-fomit-frame-pointer	1
8	8	10	10	7	base64_NGRAMS.txt_-fomit-frame-pointer	1
7	6	8	8	5	basename_NGRAMS.txt_-fomit-frame-pointer	1
6	6	8	8	5	uname_NGRAMS.txt_-fomit-frame-pointer	1
34	27	27	25	22	vdir_NGRAMS.txt_-fomit-frame-pointer	1
8	7	10	10	6	cksum_NGRAMS.txt_-fomit-frame-pointer	1
19	17	16	15	13	pr_NGRAMS.txt_-fomit-frame-pointer	1
6	6	9	9	5	who_NGRAMS.txt_-fomit-frame-pointer	1
6	6	9	9	5	mkfifo_NGRAMS.txt_-fomit-frame-pointer	1
6	6	8	8	5	dirname_NGRAMS.txt_-fomit-frame-pointer	1
11	9	12	12	8	wc_NGRAMS.txt_-fomit-frame-pointer	1
13	12	14	14	10	shred_NGRAMS.txt_-fomit-frame-pointer	1
12	11	21	21	10	chown_NGRAMS.txt_-fomit-frame-pointer	1
6	6	13	13	5	sleep_NGRAMS.txt_-fomit-frame-pointer	1
6	6	10	10	5	hostid_NGRAMS.txt_-fomit-frame-pointer	1
25	22	40	39	20	mv_NGRAMS.txt_-fomit-frame-pointer	1
10	10	8	8	9	expand_NGRAMS.txt_-fomit-frame-pointer	1
15	13	26	25	10	ln_NGRAMS.txt_-fomit-frame-pointer	1
8	8	12	12	7	cut_NGRAMS.txt_-fomit-frame-pointer	1
11	10	8	8	9	comm_NGRAMS.txt_-fomit-frame-pointer	1
6	6	11	11	5	mktemp_NGRAMS.txt_-fomit-frame-pointer	1
41	32	47	46	31	du_NGRAMS.txt_-fomit-frame-pointer	1
7	7	11	10	5	numfmt_NGRAMS.txt_-fomit-frame-pointer	1
8	8	8	8	7	paste_NGRAMS.txt_-fomit-frame-pointer	1
13	10	21	21	8	od_NGRAMS.txt_-fomit-frame-pointer	1
17	14	12	12	13	join_NGRAMS.txt_-fomit-frame-pointer	1
6	6	8	8	5	true_NGRAMS.txt_-fomit-frame-pointer	1
6	6	8	8	5	echo_NGRAMS.txt_-fomit-frame-pointer	1
6	6	10	10	5	yes_NGRAMS.txt_-fomit-frame-pointer	1
6	6	11	11	5	users_NGRAMS.txt_-fomit-frame-pointer	1
6	6	10	10	5	chroot_NGRAMS.txt_-fomit-frame-pointer	1
12	12	9	9	8	fmt_NGRAMS.txt_-fomit-frame-pointer	1
13	11	20	20	10	chcon_NGRAMS.txt_-fomit-frame-pointer	1
7	6	11	11	5	printf_NGRAMS.txt_-fomit-frame-pointer	1
6	6	8	8	5	printenv_NGRAMS.txt_-fomit-frame-pointer	1
22	15	24	24	13	df_NGRAMS.txt_-fomit-frame-pointer	1
12	11	19	19	10	rm_NGRAMS.txt_-fomit-frame-pointer	1
8	8	11	10	6	sum_NGRAMS.txt_-fomit-frame-pointer	1
6	6	9	9	5	head_NGRAMS.txt_-fomit-frame-pointer	1
6	6	8	8	5	pathchk_NGRAMS.txt_-fomit-frame-pointer	1
6	6	11	11	5	seq_NGRAMS.txt_-fomit-frame-pointer	1
15	14	13	12	13	tr_NGRAMS.txt_-fomit-frame-pointer	1
27	21	36	35	21	ptx_NGRAMS.txt_-fomit-frame-pointer	1
19	18	16	16	17	shuf_NGRAMS.txt_-fomit-frame-pointer	1
21	16	32	31	15	tac_NGRAMS.txt_-fomit-frame-pointer	1
9	8	8	8	7	cat_NGRAMS.txt_-fomit-frame-pointer	1
38	31	36	35	26	sort_NGRAMS.txt_-fomit-frame-pointer	1
8	8	10	10	7	tsort_NGRAMS.txt_-fomit-frame-pointer	1
6	6	11	11	5	stdbuf_NGRAMS.txt_-fomit-frame-pointer	1
10	10	8	8	9	unexpand_NGRAMS.txt_-fomit-frame-pointer	1
8	6	12	12	6	uptime_NGRAMS.txt_-fomit-frame-pointer	1
6	6	10	10	5	logname_NGRAMS.txt_-fomit-frame-pointer	1
7	7	9	9	6	dircolors_NGRAMS.txt_-fomit-frame-pointer	1
6	6	10	10	5	whoami_NGRAMS.txt_-fomit-frame-pointer	1
12	10	18	18	9	chmod_NGRAMS.txt_-fomit-frame-pointer	1
6	6	13	13	5	mkdir_NGRAMS.txt_-fomit-frame-pointer	1
6	6	8	8	5	false_NGRAMS.txt_-fomit-frame-pointer	1
6	6	11	11	5	id_NGRAMS.txt_-fomit-frame-pointer	1
9	9	12	12	8	md5sum_NGRAMS.txt_-fomit-frame-pointer	1
6	6	10	10	5	mknod_NGRAMS.txt_-fomit-frame-pointer	1
26	22	32	31	21	nl_NGRAMS.txt_-fomit-frame-pointer	1
6	6	8	8	5	runcon_NGRAMS.txt_-fomit-frame-pointer	1
7	7	10	10	5	kill_NGRAMS.txt_-fomit-frame-pointer	1
6	6	10	10	5	link_NGRAMS.txt_-fomit-frame-pointer	1
6	6	8	8	5	rmdir_NGRAMS.txt_-fomit-frame-pointer	1
67	61	49	49	58	factor_NGRAMS.txt_-fomit-frame-pointer	1
11	10	12	11	8	stty_NGRAMS.txt_-fomit-frame-pointer	1
21	17	33	32	16	csplit_NGRAMS.txt_-fomit-frame-pointer	1
13	11	12	12	10	realpath_NGRAMS.txt_-fomit-frame-pointer	1
10	9	17	17	7	tail_NGRAMS.txt_-fomit-frame-pointer	1
76	66	67	66	64	expr_NGRAMS.txt_-fomit-frame-pointer	1
5	4	9	9	3	test_NGRAMS.txt_-fomit-frame-pointer	1
34	27	27	25	22	dir_NGRAMS.txt_-fomit-frame-pointer	1
0	0	0	0	0	truncate_NGRAMS.txt_-fmerge-constants	0
0	0	0	0	0	readlink_NGRAMS.txt_-fmerge-constants	0
0	0	0	0	0	nice_NGRAMS.txt_-fmerge-constants	0
0	0	0	0	0	timeout_NGRAMS.txt_-fmerge-constants	0
0	0	0	0	0	cp_NGRAMS.txt_-fmerge-constants	0
0	0	0	0	0	nohup_NGRAMS.txt_-fmerge-constants	0
0	0	0	0	0	groups_NGRAMS.txt_-fmerge-constants	0
0	0	0	0	0	touch_NGRAMS.txt_-fmerge-constants	0
0	0	0	0	0	stat_NGRAMS.txt_-fmerge-constants	0
0	0	0	0	0	pwd_NGRAMS.txt_-fmerge-constants	0
0	0	0	0	0	tee_NGRAMS.txt_-fmerge-constants	0
0	0	0	0	0	unlink_NGRAMS.txt_-fmerge-constants	0
0	0	0	0	0	fold_NGRAMS.txt_-fmerge-constants	0
0	0	0	0	0	date_NGRAMS.txt_-fmerge-constants	0
0	0	0	0	0	chgrp_NGRAMS.txt_-fmerge-constants	0
0	0	0	0	0	tty_NGRAMS.txt_-fmerge-constants	0
0	0	0	0	0	uniq_NGRAMS.txt_-fmerge-constants	0
0	0	0	0	0	pinky_NGRAMS.txt_-fmerge-constants	0
0	0	0	0	0	split_NGRAMS.txt_-fmerge-constants	0
0	0	0	0	0	env_NGRAMS.txt_-fmerge-constants	0
0	0	0	0	0	nproc_NGRAMS.txt_-fmerge-constants	0
0	0	0	0	0	ls_NGRAMS.txt_-fmerge-constants	0
0	0	0	0	0	dd_NGRAMS.txt_-fmerge-constants	0
0	0	0	0	0	base64_NGRAMS.txt_-fmerge-constants	0
0	0	0	0	0	basename_NGRAMS.txt_-fmerge-constants	0
0	0	0	0	0	uname_NGRAMS.txt_-fmerge-constants	0
0	0	0	0	0	vdir_NGRAMS.txt_-fmerge-constants	0
0	0	0	0	0	cksum_NGRAMS.txt_-fmerge-constants	0
0	0	0	0	0	pr_NGRAMS.txt_-fmerge-constants	0
0	0	0	0	0	who_NGRAMS.txt_-fmerge-constants	0
0	0	0	0	0	mkfifo_NGRAMS.txt_-fmerge-constants	0
0	0	0	0	0	dirname_NGRAMS.txt_-fmerge-constants	0
0	0	0	0	0	wc_NGRAMS.txt_-fmerge-constants	0
0	0	0	0	0	shred_NGRAMS.txt_-fmerge-constants	0
0	0	0	0	0	chown_NGRAMS.txt_-fmerge-constants	0
0	0	0	0	0	sleep_NGRAMS.txt_-fmerge-constants	0
0	0	0	0	0	hostid_NGRAMS.txt_-fmerge-constants	0
0	0	0	0	0	mv_NGRAMS.txt_-fmerge-constants	0
0	0	0	0	0	expand_NGRAMS.txt_-fmerge-constants	0
0	0	0	0	0	ln_NGRAMS.txt_-fmerge-constants	0
0	0	0	0	0	cut_NGRAMS.txt_-fmerge-constants	0
0	0	0	0	0	comm_NGRAMS.txt_-fmerge-constants	0
0	0	0	0	0	mktemp_NGRAMS.txt_-fmerge-constants	0
0	0	0	0	0	du_NGRAMS.txt_-fmerge-constants	0
0	0	0	0	0	numfmt_NGRAMS.txt_-fmerge-constants	0
0	0	0	0	0	paste_NGRAMS.txt_-fmerge-constants	0
0	0	0	0	0	od_NGRAMS.txt_-fmerge-constants	0
0	0	0	0	0	join_NGRAMS.txt_-fmerge-constants	0
0	0	0	0	0	true_NGRAMS.txt_-fmerge-constants	0
